nayon,,balangay,,village,,
matugunan,,magkita,,meet,,
ugat,,gamut,,root,,
bumili,,pagpalit,,buy,,
taasan,,pagdugang,,raise,,
malutas,,nasulbad,,solve,,
metal,,metal,,metal,,
kung,,kon,,whether,,
push,,pagduso,,push,,
pito,,pito,,seven,,
talata,,parapo,,paragraph,,
ikatlong,,ikatulo,,third,,
tiyak,,sigurado,,shall,,
pinigilang,,gipugngan,,held,,
buhok,,buhok,,hair,,
ilarawan,,ihulagway,,describe,,
tagaluto,,magluto,,cook,,
palapag,,salog,,floor,,
alinman sa,,bisan hain sa,,either,,
resulta,,resulta,,result,,
sumunog,,paso,,burn,,
burol,,bungtod,,hill,,
ligtas,,luwas,,safe,,
pusa,,iring,,cat,,
siglo,,siglo,,century,,
isaalang-alang,,hunahunaa,,consider,,
uri ng,,matang sa,,type,,
batas,,balaod,,law,,
bit,,gamay,,bit,,
baybayin,,baybayon,,coast,,
kopya,,gikopya,,copy,,
parirala,,hugpong sa mga pulong,,phrase,,
walang sinasabi,,walay masulti,,silent,,
matangkad,,taas,,tall,,
ng buhangin,,sa balas,,sand,,
lupa,,kalimtan,,soil,,
roll,,ligid,,roll,,
temperatura,,temperatura,,temperature,,
daliri,,mga tudlo,,finger,,
industriya,,industriya,,industry,,
halaga,,bili,,value,,
lumaban,,pagsukol,,fight,,
kasinungalingan,,bakak,,lie,,
matalo,,gibunalan,,beat,,
gumising,,pagmata,,excite,,
natural,,natural,,natural,,
pagtingin,,panglantaw,,view,,
pakiramdam,,pagbati,,sense,,
kapital,,kapital,,capital,,
hindi maaari,,dili pwede,,won’t,,
silya,,siya,,chair,,
panganib,,risgo,,danger,,
prutas,,prutas,,fruit,,
mayaman,,dato,,rich,,
makapal,,baga,,thick,,
kawal,,sundalo,,soldier,,
proseso,,proseso,,process,,
magpatakbo,,dagan,,operate,,
kasanayan,,kahanas,,practice,,
hiwalay,,bulag,,separate,,
mahirap,,lisod,,difficult,,
manggagamot,,mananambal,,doctor,,
mangyaring,,mahitabo,,please,,
ipagtanggol,,depensahan,,protect,,
tanghali,,udto,,noon,,
crop,,tanom,,crop,,
modernong,,moderno nga,,modern,,
elemento,,elemento,,element,,
pindutin ang,,tupluka ang,,hit,,
mag-aaral,,estudyante,,student,,
sulok,,eskina,,corner,,
partido,,party,,party,,
panustos,,suplay,,supply,,
kung saan ang,,diin ang,,whose,,
hanapin,,pangitaa,,locate,,
singsing,,singsing,,ring,,
katangian,,kinaiya,,character,,
insekto,,insekto,,insect,,
nahuli,,nadakpan,,caught,,
panahon,,panahon,,period,,
ipahiwatig,,nagpaila,,indicate,,
radyo,,radyo,,radio,,
nagsalita,,misulti,,spoke,,
atom,,atomo,,atom,,
pantao,,pang tawo,,human,,
kasaysayan,,kasaysayan,,history,,
epekto,,epekto,,effect,,
de-kuryenteng,,de-kuryente,,electric,,
inaasahan,,gipaabot,,expect,,
buto,,bukog,,bone,,
rail,,riles,,rail,,
isipin,,hunahunaa,,imagine,,
magbigay,,nihatag/paghatag,,provide,,
Sumasang-ayon,,ni-uyon or mouyon,,agree,,
kaya,,Mao nga,,thus,,
magiliw,,makalingaw,,gentle,,
babae,,babaye,,woman,,
kapitan,,kapitan,,captain,,
hulaan,,tag-naa,,guess,,
kinakailangan,,gikinahanglan,,necessary,,
matalim,,talinis,,sharp,,
wing,,pako,,wing,,
lumikha,,paghimo,,create,,
kapit-bahay,,silingan,,neighbor,,
wash,,manghugas,,wash,,
bat,,bat,,bat,,
sa lalong maliwanag,,mas klaro,,rather,,
karamihan ng tao,,kadaghanan sa tawo,,crowd,,
mais,,mais,,corn,,
ihambing,,itandi,,compare,,
tula,,tula,,poem,,
string,,hilo,,string,,
kampanilya,,kampana,,bell,,
depende,,depende,,depend,,
karne,,karne,,meat,,
kuskusin,,kuskusa,,rub,,
tube,,tubo,,tube,,
sikat,,subang,,famous,,
dollar,,dolyar,,dollar,,
stream,,sapa,,stream,,
takot,,hadlok,,fear,,
paningin,,panan-aw,,sight,,
manipis,,nipis,,thin,,
tatsulok,,triyanggulo,,triangle,,
planeta,,planeta,,planet,,
magmadali,,pagdalo,,hurry,,
mahalaga sa lahat,,importante sa tanan,,chief,,
kolonya,,kolonya,,colony,,
orasan,,orasan,,clock,,
minahan,,minahan,,mine,,
itali,,ihikot,,tie,,
magpasok,,magpasulod,,enter,,
pangunahing,,nag-una,,major,,
sariwa,,lab-as,,fresh,,
paghahanap,,pagpangita,,search,,
magpadala ng,,ipadala,,send,,
dilaw,,yilo,,yellow,,
gun,,pusil,,gun,,
pumayag,,pagtugot,,allow,,
naka-print,,naka-imprinta,,print,,
patay,,patay,,dead,,
spot,,dapit,,spot,,
disyerto,,desyerto,,desert,,
suit,,suit,,suit,,
kasalukuyan,,sa pagkakarun,,current,,
pag-angat,,pag alsa,,lift,,
tumaas,,pagbangon,,rose,,
dumating,,niabot,,arrive,,
master,,Agalon,,master,,
track,,track,,track,,
magulang,,ginikanan,,parent,,
baybayin,,baybayon,,shore,,
dibisyon,,pagkabahin,,division,,
sheet,,panid,,sheet,,
bagay,,butang,,substance,,
paboran,,pabor,,favor,,
ikonekta,,isumpay,,connect,,
post,,post,,post,,
gumastos,,mogasto,,spend,,
chord,,chord,,chord,,
taba,,tambok,,fat,,
natutuwa,,malipayon,,glad,,
orihinal,,orihinal,,original,,
magbahagi,,manghatag,,share,,
station,,estasyon,,station,,
ama,,amahan,,dad,,
tinapay,,pan,,bread,,
sumingil,,manukot,,charge,,
mga pangngalang,,mga ngalan,,proper,,
bar,,barita,,bar,,
alok,,tanyag,,offer,,
segment,,bahin,,segment,,
alipin,,ulipon,,slave,,
pato,,paro,,duck,,
instant,,kalit,,instant,,
merkado,,merkado,,market,,
digri,,digri,,degree,,
mapuno,,pun-on,,populate,,
Chick,,aping,,chick,,
mahal,,mahal,,dear,,
kaaway,,kaaway,,enemy,,
sumagot,,motubag,,reply,,
inumin,,im-na,,drink,,
maganap,,mahitabo,,occur,,
suporta,,suporta,,support,,
na salita,,mga pulong,,speech,,
likas na katangian,,natural na kinaiya,,nature,,
hanay,,grupo,,range,,
steam,,alisngaw,,steam,,
galaw,,lihok,,motion,,
landas,,agianan,,path,,
likido,,likido,,liquid,,
mag-log,,sa paglog,,log,,
nakalaan lamang ito,,gitagana kini,,meant,,
quotient,,quotient,,quotient,,
ngipin,,ngipon,,teeth,,
shell,,kabhang,,shell,,
leeg,,leeg,,neck,,
oxygen,,oksiheno,,oxygen,,
asukal,,asukar,,sugar,,
kamatayan,,kamatayon,,death,,
medyo,,medyo,,pretty,,
kasanayan,,kahanas,,skill,,
kababaihan,,mga babaye,,women,,
season,,panahon,,season,,
solusyon,,solusyon,,solution,,
magneto,,magneto,,magnet,,
pilak,,pilak,,silver,,
pasasalamat,,salamat,,thank,,
sangay,,sanga,,branch,,
pagtutugma,,pagpares,,match,,
suffix,,suffix,,suffix,,
lalo na,,ilabina,,especially,,
fig,,fig,,fig,,
takot,,hadlok,,afraid,,
malaking,,dako,,huge,,
kapatid na babae,,igsoon na babae,,sister,,
asero,,puthaw,,steel,,
talakayin,,maghisgot,,discuss,,
pasulong,,paglubog,,forward,,
katulad,,parehas,,similar,,
patnubayan,,giya,,guide,,
karanasan,,kasintahan,,experience,,
iskor,,iskor,,score,,
mansanas,,mansanas,,apple,,
bumili,,mipalit,,bought,,
humantong,,miabot,,led,,
pitch,,pitch,,pitch,,
amerikana,,amerikano,,coat,,
masa,,panahon,,mass,,
kard,,kard,,card,,
band,,banda,,band,,
ng lubid,,sa pisi,,rope,,
isuot na madali,,isul ob ug dali,,slip,,
panalo,,daog,,win,,
mangarap,,damgo,,dream,,
gabi,,gabii,,evening,,
kalagayan,,kahimtang,,condition,,
feed,,pakaonon,,feed,,
kasangkapan,,gamit,,tool,,
kabuuan,,katibok an,,total,,
pangunahing,,nag-una,,basic,,
amoy,,baho,,smell,,
lambak,,mga balud,,valley,,
at hindi rin,,ug dili usab,,nor,,
double,,doble,,double,,
upuan,,lingkuranan,,seat,,
magpatuloy,,ipadayon,,continue,,
bloke,,bloke,,block,,
tsart,,tsart,,chart,,
sumbrero,,kalo,,hat,,
ibenta,,ibaligya,,sell,,
tagumpay,,kalampusan,,success,,
kompanya,,kompanya,,company,,
ibawas,,kuhaan,,subtract,,
kaganapan,,panghitabo,,event,,
partikular na,,partikular,,particular,,
deal,,deal,,deal,,
lumangoy,,molangoy,,swim,,
taning,,panit,,term,,
sa tapat ng,,sa atubangan,,opposite,,
asawa,,asawa ,,wife,,
sapatos,,sapatos,,shoe,,
balikat,,abaga,,shoulder,,
pagkalat,,pagkaylap,,spread,,
mag-ayos,,ayuhon,,arrange,,
kampo,,kampo,,camp,,
imbentuhin,,imbento,,invent,,
koton,,gapas,,cotton,,
isinilang,,gihimogso,,born,,
matukoy,,pagtino,,determine,,
quart,,quart,,quart,,
siyam,,syam,,nine,,
trak,,trak,,truck,,
ingay,,samok,,noise,,
antas,,lebel,,level,,
pagkakataon,,kahigayonan,,chance,,
magtipon,,magtapok,,gather,,
shop,,tindahan,,shop,,
banatin,,pag-inat,,stretch,,
magtapon,,ilabay,,throw,,
kinang,,kinang,,shine,,
ari-arian,,kabtangan,,property,,
haligi,,haligi,,column,,
Molekyul,,molekula,,molecule,,
piliin,,pilion,,select,,
mali,,gamay,,wrong,,
kulay-abo,,abohon,,gray,,
paulit-ulit na,,na-pirme,,repeat,,
nangangailangan ng,,nanginahanglan,,require,,
malawak,,lapad,,broad,,
maghanda,,mangandam,,prepare,,
asin,,asin,,salt,,
ilong,,ilong,,nose,,
pangmaramihang,,plural,,plural,,
galit,,suko,,anger,,
ang claim,,ang pang-angkon,,claim,,
kontinente,,kontinente,,continent,,
